publication_number,publication_date,country_code,application_number,filing_date,grant_date,titulo,resumo,codigos_cpc
US-2025105792-A1,20250327,US,US-202418739614-A,20240611,0,Load Modulated Radio-frequency Amplifier with Supply Voltage Error Compensation,"Wireless circuitry may include a radio-frequency amplifier configured to receive a power supply voltage, a load modulation circuit configured to generate a load control signal, and supply voltage error compensation circuitry configured to generate an error signal that is applied to the load control signal to produce a compensated load control signal. The compensated load control signal can be used to tune an adjustable load component of the radio-frequency amplifier. The power supply voltage may exhibit a piecewise constant waveform. The supply voltage error compensation circuitry can include a reference signal generator configured to generate a reference signal and a filter configured to generate a target signal based on the reference signal. The error signal can be computed based on a difference between the target signal and a sensed or estimated version of the power supply voltage received at the amplifier.",H03F3/245; H03F2200/451; H03F2200/451; H03F2200/387; H03F3/193; H03F1/025; H03F1/0205; H03F1/0233; H03F3/245; H03F2200/451; H03F3/245; H03F1/0233
US-2025110051-A1,20250403,US,US-202418980405-A,20241213,0,Analysis of mixed volatile compounds,"Analytic sensors and methods utilize an attenuated total reflection (ATR) crystal to detect volatile compounds in an arrangement that reduces interference from compounds other than the one of interest. In particular, the components in the measurement stream are limited to those having volatilities close to that of the analyte of interest, which may be identified based on, for example, the temperature of the ATR crystal and the “dwell time”—i.e., an interval of substantially constant temperature as the ATR crystal is heated.",G01N25/14; B01L2300/0654; G01N33/0047; B01L2300/1894; B01L2300/1805; G01N2201/023; B01L7/52; B01L3/502715; G01N25/14; G01N33/0047; G01N21/552; G01N21/552; G01N2201/023; G01N33/0047; B01L2300/1894; B01L2300/1805; B01L2300/0654; G01N25/14; B01L7/52; B01L3/502715; G01N21/552
US-2025113977-A1,20250410,US,US-202418986660-A,20241218,0,"Endoscope system, control method, and recording medium","An endoscope system for controlling a field of view of an endoscope on a basis of a control parameter, the endoscope system including: a storage configured to store history data on the control parameter during a surgery in association with subsidiary information on the surgery, the subsidiary information including information related to at least one of a surgeon, an operative method, or a patient of the surgery; and one or more processors including hardware, wherein the one or more processors are configured to calculate a recommended value of the control parameter on a basis of the history data, and wherein the history data is an operation log of a user interface for changing the control parameter.",A61B1/00006; A61B1/00039; A61B1/00042; A61B1/00; A61B1/00149; A61B1/00009; A61B1/0016; A61B1/045; A61B1/00039; A61B1/00006; A61B1/00039; A61B1/00006
US-2025114306-A1,20250410,US,US-202418906740-A,20241004,0,Method of delivery of dna or rna cargo using unshielded lipid nanoparticles and compositions thereof,"The present disclosure provides unshielded lipid nanoparticles and a process that enables the production of such unshielded lipid nanoparticles, thereby overcoming previous challenges of making particles without causing aggregation thereof. The lipid nanoparticles comprise a nucleic acid cargo molecule; a sterol or a derivative thereof present at a content of at least 12 mol %; a neutral lipid, such as a phospholipid having a choline head group present at a content of between 22 mol % and 65 mol %; and an ionizable cationic amino lipid present at a content of between 15 mol % and 45 mol %; wherein the lipid nanoparticle is non-sterically stabilized with a hydrophilic polymer-lipid conjugate, or otherwise unshielded and wherein each mol % content is relative to total lipid present in the lipid nanoparticle.",A61K9/0019; A61K9/5192; A61K9/5123; A61K9/1272; A61K45/06; A61K31/7105; C12N15/113; C12N2310/14; C12N15/88; C12N15/113; A61K9/5192; A61K45/06; A61K31/7105; C12N2310/14; C12N15/88; A61K9/5123; A61K9/1272; C12N2310/14; C12N15/88; C12N15/113; A61K45/06; A61K31/7105; A61K9/5192; A61K9/5123; A61K9/1272
US-2025116274-A1,20250410,US,US-202318481614-A,20231005,0,High efficiency drilling fluid shearing pump using staged tesla turbine,"A system and method for shearing a fluid. The system includes a turbine having a rotational axis, a fluid inlet for receiving the fluid, a disk rotatable about the rotational axis at a selected speed, and a fluid outlet for expelling the fluid from the turbine. The fluid flows across a surface of the disk, and the disk shears the fluid as the fluid moves across a surface of the disk.",F04D29/2288; E21B21/062; F04D7/045; F04D29/2288; E21B21/062; F04D7/045; F04D29/2288; E21B21/062; F04D7/045
US-2025116615-A1,20250410,US,US-202418982069-A,20241216,0,EUV Microscope,An EUV microscope apparatus utilizing a source of EUV light. The light is sent to a collector which creates a first focused EUV beam. A monochromator module receives the first focused EUV beam and produces a second focused EUV beam that is passed to an illumination module. The output of the illumination module is reflected off a mask. The reflected beam from the mask is sent to a zone-plate and a detector to produce an image.,G03F7/70608; G03F7/7085; G01N2021/95676; G01N21/956; G03F1/84; G01N2021/95676; G03F7/7085; G03F7/70608; G01N21/956
US-2025116742-A1,20250410,US,US-202418981730-A,20241216,0,Method and system for magnetic resonance imaging,"The present disclosure may provide imaging methods, systems and storage media. The imaging methods may include: obtaining first imaging data acquired by an imaging device, wherein the first imaging data includes data corresponding to a plurality of cardiac cycles; and performing image reconstruction on data corresponding to the plurality of cardiac cycles in the first imaging data to acquire one or more cardiac cines. Each cardiac cine of the one or more cardiac cines may include cardiac images of a plurality of phases in at least one cardiac cycle.",A61B5/0044; A61B5/055; A61B5/7285; G01R33/5673; G01R33/56325; G01R33/56325; A61B5/7285; A61B5/0044; A61B5/055; G01R33/5673; G01R33/56325; A61B5/7285; A61B5/055; A61B5/0044; G01R33/5673
US-2025117704-A1,20250410,US,US-202418909482-A,20241008,0,Systems and methods for detecting and grouping anomalies in data,"The present disclosure generally relates to apparatus, software and methods for detecting anomalous elements in data. For example, the data can be any time series, such as but not limited to radio frequency data, temperature data, stock data, or production data. Each type of data may be susceptible to repeating phenomena that produce recognizable features of anomalous elements. In some embodiments, the features can be characterized as known patterns and used to train a machine learning model via supervised learning to recognize those features in a new data series.",G06F17/18; G06F18/23213; G06F2218/12; G06F2218/08; G06N20/00; G06N20/00; G06F17/18; G06N20/00
US-2025119522-A1,20250410,US,US-202418982898-A,20241216,0,Electronic apparatus and control method thereof,"An electronic apparatus is disclosed. The electronic apparatus includes: a memory storing at least one instruction and at least one processor, comprising processing circuitry, individually and/or collectively, configured to: identify a foreground region and a background region included in an input image based on a depth map corresponding to the input image, and generate a novel view image by converting a viewpoint based on the foreground region; identify side effect prediction information including at least one from among whether an object of less than or equal to a specified thickness is included in the input image or an object density degree based on the depth map, and generate the novel view image by controlling a viewpoint movement path based on the identified side effect prediction information.",G06T7/11; G06T7/194; G06T5/77; G06T5/77; G06T7/194; H04N13/128; G06T2207/10028; H04N13/117; G06T2207/10028; H04N13/268; G06T7/194; H04N13/271; G06T2207/10028; H04N13/268; G06T7/194; H04N13/271
US-2025122748-A1,20250417,US,US-202318378652-A,20231011,0,Gate latch,"Disclosed herein is an improved gate latch for holding a gate locked with a fence. A striker component is adapted inside an elongated housing. The striker component has a first rod and a second rod, each passing through a spiral coil. A ring-shaped structure is also provided at one end of the second rod. Further, an engagement assembly is provided that has a lock cylinder and a retainer. The lock cylinder is operated using a key to move the retainer in and out of the ring-shaped structure. The retainer is received by the ring-shaped structure when the gate latch is in a locked position. A spring mechanism provided with the lock cylinder that allows the key to always come back to its lock position without getting stuck in any other position.",E05B65/0007; E05B2015/0465; E05C19/163; E05B15/04; E05C19/163; E05B2015/0465; E05B15/04; E05B2015/0465; E05C19/163; E05B15/04
US-2025123592-A1,20250417,US,US-202419002669-A,20241226,0,Optically addressable pixelated spatial light modulator and spatial light field modulation method,"An optically addressable pixelated spatial light modulator, comprising: a laser light source, a structured light field encoding projection module, and a superpixel metasurface device. The structured light field encoding projection module comprises a structured light field encoding module, which encodes a laser beam emitted by a laser light source into a structured light beam according to the modulation amount distribution of a target light field. The superpixel metasurface device comprises a plurality of unit cell structures, with each unit cell structure serving as a light field modulation pixel point. Each unit cell structure comprises a plurality of sub-wavelength micro-nano structures, and the unit cell structure generates a light field modulation amount under the action of the structured light beam for the light field modulation.",G03H2001/0224; G03H1/2202; G03H2222/12; G03H2223/24; G03H2225/30; G03H1/2286; G03H2223/50; G03H1/2294; G03H2225/30; G03H2223/50; G03H2223/24; G03H2222/12; G03H1/2294; G03H1/2202; G03H1/2286; G03H1/2202; G02B27/0927; G02F1/0105; G02F1/0102; G02B1/002; G03H2225/30; G03H2223/50; G03H2223/24; G03H2222/12; G03H1/2294; G03H1/2202; G03H1/2286
US-2025124358-A1,20250417,US,US-202418891122-A,20240920,0,Method and apparatus for analyzing unstructured data to condition signals for facilitating provision of merchant loss prevention,"A method of extracting and conditioning content for use in a hierarchically structured merchant risk monitoring environment may include receiving an indication of a merchant under consideration, identifying one or more web pages likely to have information associated with travel exposure for the merchant under consideration based on the indication, conducting data scraping on the identified one or more web pages to attempt to obtain scraped travel exposure data, responsive to obtaining the scraped travel exposure data, employing a machine learning module to determine a travel risk exposure estimate based on the scraped travel exposure data, and responsive to not obtaining the scraped travel exposure data, determining the risk exposure estimate based on a predefined travel risk estimate associated with an industry classification of the merchant under consideration.",G06Q40/03; G06F16/951; G06Q10/02; G06F16/951; G06Q10/02; G06F16/951; G06Q10/02
US-2025125795-A1,20250417,US,US-202418597637-A,20240306,0,"Phase mixer circuit, a phase mixing method, and a clock generation circuit and a semiconductor apparatus","A phase mixer circuit is configured to receive a first input clock signal and a second input clock signal, and to generate an intermediate clock signal having an intermediate phase between phases of the first and second input clock signals. The phase mixer circuit is configured to determine a logic value of a mixed code signal, and to generate an output clock signal by mixing one of the first and second input clock signals and the intermediate clock signal.",H03K2005/00065; H03L7/0814; H03K5/133; H03K5/023; H03K5/135; H03K2005/00052; H03K3/037; H03K3/037; H03K5/135; H03K2005/00052; H03K5/023; H03K2005/00052; H03K5/135; H03K3/037; H03K5/023
US-2025126849-A1,20250417,US,US-202318487063-A,20231014,0,Non-volatile memery cell and method of forming the same,Embodiments the present disclosure provide a MTP memory cell and methods for forming the same. The MTP memory cell includes a FinFET transistor having a storage node formed around the channel region and a metal gate electrode around the storage node. The memory cell may be implemented by either n-channel transistor or p-channel transistor.,H10D30/6211; H10D30/69; H10D30/0413; H10B43/35; G11C16/14; G11C16/10; G11C2216/02; G11C16/0466; H10D30/6211; H10D30/0413; H10D30/024; G11C16/0466; G11C16/14; G11C16/10; G11C2216/02; H10B43/35; H10D30/69; G11C2216/02; H10D30/6211; H10D30/0413; H10D30/024; H10B43/35; G11C16/14; G11C16/10; G11C16/0466; H10D30/69
US-2025127379-A1,20250424,US,US-202418773279-A,20240715,0,Laparoscopic image manipulation method and system and computer program,"A laparoscopic image manipulation method including: capturing a video stream of laparoscopic images of a patient using a laparoscope inserted into the patient during a laparoscopic procedure, feeding the captured laparoscopic images to a video processor configured to adding additional information as overlay over the captured laparoscopic images, producing a composite image by rendering a representation of a 3D model of a target organ or structure using a renderer and merging the rendered representation of the 3D model with the captured laparoscopic image, and displaying the composite image on a monitor.",G06T2219/2016; G06T2210/41; G06T2200/24; G06T19/20; G06T19/006; G06T17/00; A61B1/3132; A61B1/00009; A61B2090/373; A61B2034/105; G06T2210/41; A61B1/0005; G06T19/006; G06T2219/2016; G06T2210/41; G06T2200/24; G06T19/20; G06T19/006; G06T17/00; A61B1/3132; A61B1/00009; A61B1/0005
US-2025127693-A1,20250424,US,US-202418919734-A,20241018,0,Materials for Desensitization and Targeted Drug Delivery to Teeth and Gums,"Disclosed herein are dentifrices with low pH-triggered release of pharmacons and other materials to more effectively adhere to the tooth and associated surfaces. The various compositions and methods include novel dental compositions that release materials such as fluoride ions, eugenol, pharmacons or other medicinal payloads under physiologically low pH to extend the material lifespan on the teeth and gums of the user.",A61K8/24; A61K8/34; A61K8/42; A61K8/63; A61K8/43; A61K8/025; A61Q11/00; A61K8/19; A61K8/21; A61K8/0254; A61K8/347; A61K8/347; A61K8/43; A61K8/42; A61K8/63; A61K8/34; A61Q11/00; A61K8/21; A61K8/0254; A61K8/025; A61K8/19; A61Q11/00; A61K8/63; A61K8/43; A61K8/42; A61K8/347; A61K8/34; A61K8/21; A61K8/0254; A61K8/025; A61K8/19
US-2025128328-A1,20250424,US,US-202218689975-A,20220908,0,An integrated system and method for in-situ laser peening of a three-dimensional printed part,A method is provided for in-situ laser shock peening of a three-dimensional printed metal part.,C21D10/005; B22F10/28; B33Y40/20; B23K26/356; B22F12/37; B22F12/38; B23K26/342; B33Y40/20; B33Y30/00; B33Y10/00; B22F10/50; B23K9/04; B23K26/356; Y02P10/25; B22F10/64; B22F10/25; B22F10/28; C21D10/005; B33Y40/20; B23K26/356; B22F10/64
US-2025128739-A1,20250424,US,US-202418889558-A,20240919,0,Driving support apparatus,"A driving support apparatus executes an automatic driving control for controlling a behavior of a vehicle to reproduce a learned behavior. The driving support apparatus starts a behavior control for controlling the behavior of the vehicle based on the learned behavior, when the vehicle arrives at a control start point during the automatic driving control. The control start point is specified based on a start point at which the manual operation was performed and a preference of a user. The driving support apparatus controls the behavior of the vehicle based on the manual operation and determines whether or not the manual operation is caused by the external environment, when the manual operation performed during the automatic driving control satisfies an override condition. When the manual operation is not caused by the external environment, the driving support apparatus suggests to the user to change the preference.",B60W2420/403; B60W2520/10; B60W60/005; B60W50/14; B60W60/001; B60W60/0013; B60W2540/18; B60W2540/12; B60W2540/10; B60W2556/10; B60W2540/30; B60W50/14; B60W50/10; B60W40/09; B60W50/10; B60W50/14; B60W50/06; B60W60/001; B60W60/0053; B60W60/001; B60W50/14; B60W50/10; B60W50/06; B60W60/0053
US-2025129558-A1,20250424,US,US-202118689287-A,20210924,0,A detensioning system and a method for detensioning a structural element or a tensioning element,"The invention relates to a detensioning system and a method thereof for detensioning a structural element or a tensioning element, which includes;
         At least one clamping device arranged on at least one side of the portion of the structural element or the tensioning element to be detensioned, wherein the clamping device having an internal surface profile, arranged to form a substantially elongated, annular cavity surrounding the structural element or the tensioning element to be detensioned, including an empty space for receiving one or more inner elements to be introduced therein, wherein the substantially elongated, annular cavity includes a gradually declining diameter along the longitudinal axis of the elongated annular cavity shaped by at least one peak and one groove of the internal surface profile of the clamping device;   Two or more stressbars arranged to connect between an anchored structure and the clamping device which is arranged on one side of the portion of the structural element or the tensioning element to be detensioned, or arranged to connect between the clamping devices arranged on both sides of the portion of the structural element or tensioning element to be detensioned;   Two or more stressbar hydraulic cylinders, wherein each of the stressbar hydraulic cylinder is either mounted directly on the clamping device, or on a stressing chair which in turn is bearing against the clamping device located on at least one side of the portion structural element or the tensioning element to be detensioned.",E04C5/12; E01D19/16; E04C5/125; E04C5/122; E01D22/00; E01D19/16; E04G21/12; E01D22/00; E04C5/12; E01D19/16; E01D22/00
US-2025130100-A1,20250424,US,US-202418636839-A,20240416,0,Optical sensing device and method for manufacturing the same,"An optical sensing device and a method for manufacturing the same are provided. The optical sensing device comprises a substrate, an optical acting area, a filter layer and a carbonized sidewall. The optical acting area is disposed on the substrate. The filter layer covers the optical acting area and selectively allows only a light beam with a specific wavelength to pass therethrough and be received by the optical acting area while blocking the light beams with other wavelengths. The carbonized sidewall covers the sidewall of the filter layer and a portion of the sidewall of the substrate to prevent the light beams with the other wavelengths from being received by the optical acting area through the sidewall of the substrate.",G01J1/429; G01J1/0488; H10F30/223; H10F77/331; G01J1/429; G01J1/0407; G01J1/0214; G01J1/429; G01J1/0488; G01J1/0407
US-2025131769-A1,20250424,US,US-202418920610-A,20241018,0,System and method for quantifying or generating distortion in images,"A method of generating a training image dataset from an input image of an imaged object comprises: generating a three-dimensional model of the imaged object from the input image; and generating synthesized two-dimensional images representing three-dimensional model, by simulating a plurality of image captures of the model. For each of the simulated image captures, a theoretical value for a capture parameter at least partially characterising the simulated image capture is set to a respective one of a plurality of different values. The input image is used as a reference image. For each synthesized image, a distortion amount in the synthesized image compared with the reference image is calculated, and a calibrated capture parameter value for each synthesized image is determined, based on at least the calculated distortion amount of the synthesized image, distortion amounts calculated from real acquired images, and capture parameter values used to acquire the real acquired images.",G06T17/00; G06V2201/07; G06T7/80; G06V40/172; G06V40/171; G06T2207/20164; G06T2207/30201; G06V40/168; G06V40/172; G06T7/0014; G06V2201/07; G06T17/00; G06T7/80; G06V40/172
US-2025133927-A1,20250424,US,US-202519007591-A,20250102,0,Electronic device,"An electronic device includes a flexible substrate and a conductive wire structure. The conductive wire structure is disposed on the flexible substrate and includes a first segment, a second segment, a third segment, a fourth segment, a first joint portion, a second joint portion, a third joint portion and a fourth joint portion. A first opening is surrounded by the first segment, the second segment, the first joint portion and the second joint portion. A second opening is surrounded by the third segment, the fourth segment, the third joint portion and the fourth joint portion. Along a first direction, a ratio of a first width sum of widths of the first segment, the second segment, the third segment and the fourth segment to a second width sum of widths of the first joint portion and the third joint portion is in a range from 0.8 to 1.2.",H10W70/688; H10W90/00; H10W70/688; H10W70/65; H10H29/142; H10K2102/311; H10K77/111; H10H29/142; G02F1/13336; H10H20/857; Y02E10/549; H10K77/111; H10K59/131; G09F9/301; H10K59/10; G09F9/33; H10K59/18; H10K59/18; G09F9/3026; G09F9/301; H10K2102/311; H10K77/111; H10H29/142; H01L23/4985; H10K59/18
US-2025136284-A1,20250501,US,US-202418915520-A,20241015,0,Deployable utility surface with abuse load breakover,"A utility surface assembly for passenger use while seated in a vehicle, in particular an aircraft cabin, is integrated into a support structure such as furniture surrounding a passenger seat. The utility surface slides out from the furniture toward the passenger seat in drawer-like fashion and is restowed by sliding the utility surface back into the furniture. The assembly includes a breakaway hinge that prevents accidental damage to the utility surface in the event it is overloaded. In the event excessive force is applied, the utility surface breaks away without the applied force causing damage to the assembly. Because of the breakaway feature, the utility surface can be restowed without obstructing a passenger&#39;s safe egress. The assembly is also configured as a vanity mirror for passenger use.",B64D11/0605; B64D11/0638; B64D11/0605; B64D11/0638; B64D11/0605; B64D11/0638
US-2025139132-A1,20250501,US,US-202418912985-A,20241011,0,Detection of Susceptibility of Membership Inference Attacks on Synthetic Data,"A data privacy system automatically determines quasi-identifiers in a database containing individuals&#39; records. The data privacy system applies a machine learning model to the database, the model configured to classify each record in the database and output a measure of its confidence in its classification. The data privacy system determines, based on the measure of confidence, how important each attribute is to the model&#39;s classification. The data privacy system iteratively applies a machine learning model on a modified database that includes the highest ranked attributes to identify the quasi-identifiers in the records in the database. The data privacy system can use identified quasi-identifiers to determine if the database is susceptible to a membership inference attack, and in response to such a determination, can perform one or more data privacy operations on the database to reduce this risk.",G06F16/285; G06F21/6254; G06F21/6254; G06F16/285; G06F21/6254; G06F16/285
US-2025139900-A1,20250501,US,US-202519011081-A,20250106,0,Tessellation of patches of surfaces in a tile based rendering system,A method and apparatus are provided for tessellating patches of surfaces in a tile based three dimensional computer graphics rendering system. For each tile in an image a per tile list of primitive indices is derived for tessellated primitives which make up a patch. Hidden surface removal is then performed on the patch and any domain points which remain after hidden surface removal are derived. The primitives are then shaded for display.,G06T15/40; G06T15/005; G06T17/20; G06T15/40; G06T15/005; G06T17/20; G06T15/40; G06T17/20; G06T15/40; G06T15/005; G06T17/20
US-2025141317-A1,20250501,US,US-202418906686-A,20241004,0,Electric work machine,"An electric work machine includes: a motor including a rotor that rotates about a rotation axis and a stator disposed around the rotor; and a sensor substrate including a rotation sensor that detects rotation of the rotor and a plate that supports the rotation sensor. The stator includes: a stator core disposed around the rotor; an insulator fixed to the stator core; and a plurality of coils fixed to the insulator and arranged at intervals in a circumferential direction. The plate includes: an arc portion extending partially around the rotation axis and having a first surface facing an end surface of the rotor in an axial direction, and at least two arm portions protruding outward in a radial direction from the arc portion and fixed to the insulator. The rotation sensor is disposed on the first surface.",H02K3/345; H02K9/06; H02K11/30; H02K11/215; H02K2203/09; H02K3/522; H02K11/215; B25F5/008; H02K2211/03; H02K11/33; H02K7/145; H02K9/06; B25F5/001; H02K21/16; H02K11/33; B25F5/001; B25F5/008; H02K21/16; H02K2211/03; H02K9/06; H02K7/145; H02K11/215; H02K2211/03; B25F5/008; B25F5/001; H02K21/16; H02K11/33; H02K9/06; H02K7/145; H02K11/215
US-2025141426-A1,20250501,US,US-202519010385-A,20250106,0,Piezoelectric resonator,"A piezoelectric resonator that includes: a piezoelectric member and an excitation electrode that overlap with each other in a thickness direction, the piezoelectric resonator has a high acoustic velocity region and a low acoustic velocity region, in a plan view in the thickness direction, the high acoustic velocity region overlaps a center portion of the excitation electrode, and the low acoustic velocity region overlaps an end portion of the excitation electrode, the high acoustic velocity region includes a plurality of holes, in a first direction intersecting the thickness direction, a dimension of a portion of the low acoustic velocity region adjacent to the high acoustic velocity region in the first direction is smaller than a dimension of the high acoustic velocity region in the first direction, and in the plan view, an area of the low acoustic velocity region is smaller than an area of the high acoustic velocity region.",H03H9/19; H03H9/132; H03H9/02157; H03H9/19; H03H9/132; H03H9/19; H03H9/132
US-2025142175-A1,20250501,US,US-202418961279-A,20241126,0,Tv side bar user interface,"Systems and methods for a media content user interface. A media content provider includes storage for storing and serving video content to subscribers. The media content provider records and or otherwise stores video content from around the world. Subscribers are provided a user interface to the system that includes a side bar. The side bar includes multiple elements representing different categories of video content. By selecting a given category, available content is filtered according to the selected category and presented. Content which is presented may include live broadcast video for multiple channels on multiple television networks or other content providers. The side bar may further include a collection category specific to a given viewer. Selection of such a category may display video content within the collection. Subcategories in the side bar may be selected for further filtering of available content.",H04N21/482; H04N21/2187; H04N21/482; H04N21/4316; H04N21/482
US-2025142377-A1,20250501,US,US-202418943467-A,20241111,0,"Method for analysing a wireless link of a wi-fi node, respective circuit performing the method, and application","A method for analyzing a wireless link ( 3 ) of a wireless node of a customer premises equipment (CPE) device ( 1 ) during operation of the CPE device comprises: performing an active test, during which a data transmission is forced through the wireless link, to obtain a first set of parameters, and performing before or after the active test a passive test, which is a monitoring ode during which a data transmission of the CPE device is monitored, to obtain a second set of parameters. In particular, based on the first set of parameters, it is determined whether and to which extent the wireless link is in an uncertainty zone, and based on the second set of parameters, the decision is made to assign an observed decrease in a measured data rate to physics effects or to interference effects.",H04W28/22; H04W24/06; H04L43/50; H04L43/16; H04L43/0888; H04L43/045; H04L43/50; H04L43/16; H04L43/0888; H04L43/045; H04W24/08; H04W24/08; H04W24/08; H04W28/22; H04W24/06; H04L43/50; H04L43/16; H04L43/0888; H04L43/045; H04W24/08
US-2025143683-A1,20250508,US,US-202519013171-A,20250108,0,Apparatus and methods for delivering hemostatic materials for blood vessel closure,"Apparatus for sealing a vascular wall penetration disposed at the end of the tissue tract comprises a shaft, an occlusion element, a hemostatic implant, and a protective sleeve. The apparatus is deployed through the tissue tract with the occlusion element temporarily occluding the vascular wall penetration and inhibiting backbleeding therethrough. The hemostatic implant, which will typically be a biodegradable polymer such as collagen carrying an anti-proliferative agent or coagulation promoter, will then be deployed from the sealing apparatus and left in place to enhance closure of the vascular wall penetration with minimum scarring. The implant may be radiopaque to allow observation before release.",A61B2017/00623; A61B90/39; A61B2090/3966; A61B2017/22067; A61B2017/00898; A61B2017/00893; A61B2017/00654; A61B2017/00004; A61B2017/22067; A61B2017/00654; A61B2017/00623; A61B2017/00004; A61B2017/00676; A61B2017/00672; A61B2017/00659; A61B2090/3966; A61B2017/00884; A61B2017/00893; A61B2017/00898; A61B17/0057; A61B17/0057; A61B2090/3966; A61B2017/22067; A61B2017/00898; A61B2017/00893; A61B2017/00654; A61B2017/00623; A61B2017/00004; A61B90/39; A61B17/0057
US-2025144221-A1,20250508,US,US-202418766364-A,20240708,0,Methods and compounds for the treatment of genetic disease,"The present disclosure relates to compounds and methods which may be useful for modulating the expression of a target gene comprising a CGG trinucleotide repeat sequence and treating diseases and conditions in which the target gene plays an active role. The present disclosure provides compounds and methods for modulating the expression of fmr1 and fmr2, and provides compounds and methods for treating fragile X syndrome and fragile XE syndrome.",A61K47/62; C07K7/08; C07K7/06; C07D487/04; C07D401/14; C07D403/14; C07K7/08; C07K2319/10; C07K7/06; C07D487/04; C07D401/14; A61K47/545; C07D403/14; C07K7/08; C07K7/06; C07D487/04; C07D403/14; C07D401/14; A61K47/62; A61K47/545
US-2025144294-A1,20250508,US,US-202519016014-A,20250110,0,Implantable device for automatic drug administration,"An implantable device for automatic drug administration includes a housing; a drug release unit configured to eject a drug; and a driving unit configured to drive the drug release unit at preset intervals, wherein the drug release unit comprises a drug storage, a drug chamber receiving a drug from the drug storage, and a drug release controller configured to fill the drug chamber with a drug received and release the drug filled in the drug chamber. The drug release controller comprises a plunger configured to form one of positive pressure and negative pressure in the drug chamber as the plunger moves, a plunger spring configured to apply a restoring force to a position where the plunger applies presses the drug chamber, and a gear portion connected to the driving unit and configured to rotate at a preset time to drive the drug release unit.",A61M5/14276; A61M5/2033; A61M2005/202; A61M2205/8206; A61M5/172; A61M2205/8206; A61M2005/202; A61M5/2033; A61M2205/8281; A61M2205/825; A61M2205/8206; A61M5/1407; A61M5/1454; A61M5/16881; A61M5/168; A61M5/14; A61M5/145; A61M5/142; A61M5/172; A61M5/14276; A61M2205/8206; A61M2005/202; A61M5/2033; A61M5/172
US-2025144379-A1,20250508,US,US-202218837867-A,20220211,0,Balloon catheter with contact indicator and related methods,A medical apparatus for performing a medical procedure in a vessel having an inner wall. The apparatus includes an inflatable balloon incorporating a pressure sensor for sensing contact between the inner wall of the vessel and the balloon when inflated. Related methods are also disclosed.,A61M25/10187; A61M2025/0001; A61B2018/00422; A61M25/104; A61B2562/227; A61B2562/16; A61B2562/0247; A61B2090/065; A61B2018/0022; A61B2018/0041; A61B2018/00404; A61B2018/00345; A61M25/10187; A61B18/1492; A61M25/10187
US-2025144396-A1,20250508,US,US-202519018583-A,20250113,0,Heart-lung machine with simplified setup based on role-profile mapping,A heart lung machine (HLM) with simplified setup based on role-profile mapping. The HLM includes a control assembly including a control display device and a processing unit configured to create a mapping profile by associating each of a plurality of HLM component names with one of a plurality of HLM component roles and assigning at least one dependency between a first one of the plurality of HLM components and a second one of the HLM components. Each of the plurality of HLM component roles is associated with an HLM component function.,A61M60/113; A61M60/585; G06F3/00; G06F9/451; G06F3/0481; G16H40/63; G16H40/40; A61M1/3666; A61M2205/502; A61M60/515; A61M2209/086; A61M2209/084; A61M2205/502; A61M1/3666; G06F3/0481; A61M2205/502; G16H40/63; G16H40/40; G06F9/451; G06F3/00; A61M60/585; A61M60/515; A61M1/3666; A61M60/113
US-2025146970-A1,20250508,US,US-202418893218-A,20240923,0,Transition Metal Carbides And/Or Nitrides (Mxenes) For Electrochemical Sensing,"An electrode, comprising: a portion of MXene, the portion of MXene optionally being free of materials other than the MXene; and (a) a sealing material, the sealing material at least partially enclosing the portion of MXene, and the sealing material defining an opening through which a sensing region of the portion of MXene is exposed; or (b) a substrate, the portion of MXene being disposed on the substrate. An electrode, comprising: a fiber; a first coating superposed on the fiber, the first coating having a thickness and comprising a MXene composition, the MXene composition optionally comprising aligned MXene flakes, the first coating optionally having a uniform thickness along the length of the fiber; and a second coating superposed on the fiber.",A61B5/685; G01N27/327; G01N27/327; G01N27/327
US-2025148327-A1,20250508,US,US-202519012348-A,20250107,0,System and method for improved structural discovery and representation learning of multi-agent data,A computing system retrieves player tracking data for a plurality of players across a plurality of events. The player tracking data includes coordinates of player positions during each event. The computing system initializes the player tracking data based on an average position of each player in the plurality of events. The computing system learns an optimal formation of player positions based on the player tracking data using a Gaussian mixture model. The computing system aligns the optimal formation of player positions to a global template by identifying a distance between each distribution in the optimal formation and each distribution in the global template to generate a learned formation template. The computing system assigns a role to each player in the learned template.,G06T2207/10016; G06T2207/30228; G06T2207/20076; G06T7/292; G06F16/285; G06N7/01; G09B19/0038; G06N20/00; G06N3/006; G06N7/01; G06F16/906; G06F16/285; G06N7/01
